W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024,W025,W026,W027,W028,W029,W030,W031,W032,W033,W034,W035,W036,W037,W038,W039,W040,W041,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W081,W082,W083,W084,W085,W086,W087,W088,W089,W090,W091,W092,W093,W094,W095,W096,W097,W098,W099,W100,W101,W102,W103,W104,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,W149,W150,W151,W152,W153,W154,W155,W156,W157,W158,W159,W160,W161,W162,W163,W164,W165,W166,W167,W168,W169,W170,W171,W172,W173,W174,W175,W176,W177,W178,W179,W180,W181,W182,W183,W184,W185,W186,W187,W188,W189,W190,W191,W192,W193,W194,W195,W196,W197,W198,W199,W200,W201,W202,W203,W204,W205,W206,W207,W208,W209,W210,W211,W212,W213,W214,W215,W216,W217,W218,W219,W220,W221,W222,W223,W224,W225,W226,W227,W228,W229,W230,W231,W232,W233,W234,W235,W236,W237,W238,W239,W240
0,0,0,0,-1,0,0,0,0,-1,0,1,0,-28,0,-1,1,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,-20,0,1,-1,1,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-150,0,0,-1,0,0,0,-1,-150,-1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,1,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,2,5,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-400,0,0,-399,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-300,-1,0,0,0,-275,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-120,0,1,-1,1,-109,0,-120,0,-100,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0,1,0,0,-1,-1,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,1,1,0,1,1,-1,-1,0,0,0,-1,0,0,-1,0,-1,-1,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
5,0,0,0,-1,0,0,0,0,0,0,0,0,0,7,9,5,2,9,2,3,9,7,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-20000,0,0,0,0,0,-6000,0,0,0,-1,0,0,0,-21350,0,0,-30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30020,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6000,0,-6000,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-30000,0,-30000,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-30000,0,0,5,0,0,-1,0,-1,0,0,4,5,0,0,0,0,0,0,0,-400,0,0,0,0,0,0,0,-29491,1,2,5,3,0,8,2,9,1,-6569,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21000,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-1,0,1,0,0,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,0,0,-1,0,1,0,1,0,1,0,0,-1,1,0,1,0,1,0,1,0,1,0,1,0,-1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,-1,0,1,0,0,0,-1,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,-1,1,0,-437,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,-400,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,-1,0,1,0,-1,-1,1,0,1,0,1,0,1,0,-1,0,1,0,1,-1,1,0,1,0,1,0,1,0,0,0,1,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,-1,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-150,-1,-1,-1,0,-1,0,-1,-100,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,1,0,1,-1,0,0,0,0,1,-1,0,1,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,-43,0,-1,0,0,-1,0,0,0,0,0,0,0,1,-1,0,-59,0,0,0,0,0,-1,-1,0,-1,0,-60,0,0,0,0,0,-1,0,1,-55,-55,1,0,0,0,-50,0,0,-1,0,0,0,0,-1,0,0,-1,-1,-58,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-7,0,0,0,0,0,0,0,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,1,-1,-1,0,1,1,1,0,3,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,0,1,0,1,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,1,1,0,1,1,7,0,0,0,0,1,-1,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,8,6,-497,0,7,1,2,2,0,0,-14,0,1,4,7,7,7,8,-7,3,2,8,4,8,4,-401,5,-422,8,-507,9,9,1,4,7,4,-19,-6,2,-438,5,-18,-12,1,6,3,6,2,-6,2,6,5,4,3,5,-9,3,2,-14,0,0,4,-5,6,8,7,-7,-8,3,2,-8,1,3,3,1,0,-1,2,3,2,9,-33,-39,2,2,8,5,0,-28,-1,0,0,-1,-1,0,-1,0,-1,0,0,-450,-1,6,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-600,-1,-600,-1,0,-600,-600,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-520,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0,-500,0,0,0,0
0,0,0,0,-1,0,-45,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-40,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,1,0,-1,0,-1,1,4,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,-1,-1,2,-6,1,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0
-994,0,0,-1200,1,0,0,0,0,-1,0,0,8,4,0,0,3,-1,1,0,9,-390,0,1,1,0,0,0,1,0,0,2,0,-800,0,2,-65,0,0,1,-10,7,-962,7,0,3,1,0,4,-319,0,-999,0,0,0,8,8,6,-1105,-1105,1,0,4,6,-49,2,0,-1002,5,5,2,-840,1,0,-1,0,0,0,0,0,0,0,0,-1,-4,0,0,-1091,-1,1,0,7,1,0,-1015,-1140,-1,0,0,0,-1,0,1,0,6,6,0,0,0,0,1,0,1,0,8,0,4,0,0,0,5,0,0,1,0,0,0,-1200,0,0,-35,0,-1200,-1,0,-1,0,2,0,9,-1,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,6,-1,0,0,3,0,-1,1,5,-330,5,0,9,1,0,0,-1,0,-1000,1,-977,0,0,8,0,0,0,9,0,0,2,9,-26,0,-1,1,0,0,0,0,0,0,0,0,0,-14,-245,0,1,1,5,7,0,5,1,5,0,2,9,-1,0,0,0,0,-1,-1,0,0,0,-1045,1,0,0,-10,6,4,0,5,1,3,2,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-255,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,-1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,1,-1,-1,0,1,0,-300,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,-120,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,-270,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,-210
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,-1,1,0,1,0,-1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,1,0,1,0,0,-1,0,0,0,0,0
-1,-1,0,-43,0,0,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,-300,0,0,0,-1,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,-100,0,-1,0,0
-10,0,0,-36,0,0,0,0,0,0,-120,0,0,0,0,1,0,0,-1,-100,0,0,0,-100,0,0,-1,0,-1,0,0,-1,0,0,-100,-100,0,-100,0,0,0,0,0,0,-100,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-100,0,0,0,0,0,-1,-100,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,-1,0,-1,-1,-1,0,-1,0,0,1,0,0,0,-1,0,-1,0,-1,1,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,0,-7,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-100,0,0,0,-1,0,0,-1,0,0,-1,-1,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,-1,-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0
-4,0,1,0,1,0,0,0,1,0,1,1,-1,0,-1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,-1,0,1,-1,1,0,1,0,1,0,-1,0,1,-1,-1,-1,1,0,1,0,-1,0,1,-1,1,0,1,-1,1,0,1,0,1,0,1,0,1,-1,0,0,1,0,0,0,-1,0,1,0,0,0,-1,-1,1,0,1,0,1,0,1,1,1,-1,1,0,0,0,-1,0,-1,0,1,-1,1,0,1,-1,1,0,1,0,0,1,1,-1,1,0,1,0,1,0,-1,0,1,0,1,-1,-1,0,0,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,-1,0,1,0,1,0,1,0,1,0,1,-1,-1,0,0,0,0,0,1,0,1,-1,1,0,1,0,1,-1,-1,0,1,0,1,0,1,0,0,-1,1,0,1,-1,0,-1,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,-1,0,-1,0,1,0,1,0,0,0,-1,0,1,0,0,0,-1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,-1,-1,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,7,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-8,1,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,9,5,8,9,4,6,-89,2,8,3,6,0,2,0,-12,6,5,6,0,1,8,7,1,6,8,3,1,6,1,0,7,-30,9,2,3,5,8,8,5,4,4,1,2,1,9,7,0,7,6,0,5,-10,7,5,-7,-10,4,9,8,4,7,7,8,0,8,4,7,9,7,5,0,7,0,5,0,2,9,8,0,2,2,2,7,1,6,2,3,0,2,2,1,6,8,-15,1,3,0,5,4,9,3,8,3,7,2,0,8,4,2,1,4,-9,0,5,3,5,4,-5,1,8,7,5,9,0,8,2,2,8,0,4,8,6,-3,6,6,2,3,4,1,9,8,9,2,3,6,8,7,0,8,5,3,6,9,9,0,5,2,8,5,6,3,1,-5,6,5,6,5,3,7,4,9,4,0,7,1,1,5,4,6,3,4,1,7,8,4,3,8,9,-15,3,9,-12,8,-18,4,0,8,4,8,5,3,4,2,0,8,8,6,0,5,1,9,4,1,3,1,2,0,8,3,2,6,3,8,7,1,8,2,3,7,6,8,-11,6,6,2,6,-7,9,-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,0,-300,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-120,0,0,-100,1,-115,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-100,0,-100,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,1,-1,0,1,1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,1,0,1,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0
1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,-1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,-200,0,0,-155,0,0,1,0,0,0,-150,0,0,-100,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-187,0,0,0,0,0,0,0,0,0,0,-1,-184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,-200,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0
